2019-12-06 20:30:50.852; 129; 845; -131; 338;
2019-12-06 20:30:50.967; 65; 876; 110; 375;
2019-12-06 20:30:50.996; 149; 678; 13; 229;
2019-12-06 20:30:51.023; 166; 621; -45; 84;
2019-12-06 20:30:51.044; 162; 664; 25; 288;
2019-12-06 20:30:51.069; 208; 762; 49; 333;
2019-12-06 20:30:51.093; 153; 885; -13; 245;
2019-12-06 20:30:51.121; 132; 702; -82; 143;
2019-12-06 20:30:51.147; 230; 620; 86; 24;
2019-12-06 20:30:51.170; 274; 773; 23; 83;
2019-12-06 20:30:51.192; 289; 965; -8; 248;
2019-12-06 20:30:51.218; 281; 939; -106; 231;
2019-12-06 20:30:51.243; 119; 959; -39; 240;
2019-12-06 20:30:51.266; 167; 906; -13; 122;
2019-12-06 20:30:51.291; 341; 909; 0; 163;
2019-12-06 20:30:51.315; 318; 1043; 136; 165;
2019-12-06 20:30:51.343; 180; 972; 21; 137;
2019-12-06 20:30:51.370; 156; 428; -79; 109;
2019-12-06 20:30:51.396; 175; 426; -104; 167;
2019-12-06 20:30:51.423; 125; 881; -60; 223;
2019-12-06 20:30:51.447; 196; 1151; -11; 217;
2019-12-06 20:30:51.472; 286; 994; 14; 285;
2019-12-06 20:30:51.500; 220; 872; 40; 270;
2019-12-06 20:30:51.525; 265; 940; -52; 45;
2019-12-06 20:30:51.549; 340; 829; -161; 151;
2019-12-06 20:30:51.573; 329; 773; -114; 282;
2019-12-06 20:30:51.597; 223; 997; -22; 233;
2019-12-06 20:30:51.626; 112; 1053; 42; 372;
2019-12-06 20:30:51.646; 215; 963; 53; 60;
2019-12-06 20:30:51.670; 380; 723; -48; 246;
2019-12-06 20:30:51.695; 346; 641; -32; 444;
2019-12-06 20:30:51.720; 196; 893; -131; 374;
2019-12-06 20:30:51.743; 11; 982; -32; 372;
2019-12-06 20:30:51.768; 49; 958; -109; 257;
2019-12-06 20:30:51.792; 255; 1103; -21; 252;
2019-12-06 20:30:51.820; 363; 1154; 176; 400;
2019-12-06 20:30:51.840; 178; 1161; 168; 255;
2019-12-06 20:30:51.865; 240; 949; 105; 226;
2019-12-06 20:30:51.889; 267; 637; -3; 279;
2019-12-06 20:30:51.913; 241; 841; -1; 157;
2019-12-06 20:30:51.941; -17; 848; -96; 192;
2019-12-06 20:30:51.963; 58; 446; -146; 359;
2019-12-06 20:30:51.987; 120; 864; -102; 371;
2019-12-06 20:30:52.012; 103; 603; -155; 251;
2019-12-06 20:30:52.038; 148; 501; -82; 260;
2019-12-06 20:30:52.060; 169; 853; 47; 338;
2019-12-06 20:30:52.084; 122; 849; 81; 555;
2019-12-06 20:30:52.108; 271; 844; -55; 487;
2019-12-06 20:30:52.132; 385; 732; 36; 360;
2019-12-06 20:30:52.157; 193; 887; 148; 331;
2019-12-06 20:30:52.181; 230; 908; 80; 207;
2019-12-06 20:30:52.205; 304; 1007; 69; 171;
2019-12-06 20:30:52.229; 336; 868; -198; 342;
2019-12-06 20:30:52.254; 208; 837; -157; 375;
2019-12-06 20:30:52.286; -129; 952; 78; 205;
2019-12-06 20:30:52.304; -101; 951; -12; 303;
2019-12-06 20:30:52.327; 48; 900; -84; 347;
2019-12-06 20:30:52.352; 55; 1000; 40; 244;
2019-12-06 20:30:52.376; 119; 1057; 39; 76;
2019-12-06 20:30:52.401; 197; 776; -24; 122;
2019-12-06 20:30:52.425; 265; 1213; 10; 135;
2019-12-06 20:30:52.450; 152; 1183; -92; 136;
2019-12-06 20:30:52.474; 70; 1020; -67; 236;
2019-12-06 20:30:52.500; 113; 571; -74; 319;
2019-12-06 20:30:52.523; 51; 874; -139; 275;
2019-12-06 20:30:52.548; 234; 969; -105; 238;
2019-12-06 20:30:52.573; 196; 903; -236; 202;
2019-12-06 20:30:52.599; 206; 928; -110; 297;
2019-12-06 20:30:52.625; 222; 620; -46; 195;
2019-12-06 20:30:52.647; 377; 687; -19; 202;
2019-12-06 20:30:52.671; 337; 798; 43; 177;
2019-12-06 20:30:52.696; 149; 613; 47; 174;
2019-12-06 20:30:52.723; 179; 737; 123; 239;
2019-12-06 20:30:52.745; 147; 741; 109; 217;
2019-12-06 20:30:52.770; 180; 566; -11; 229;
2019-12-06 20:30:52.794; 274; 609; -66; 475;
2019-12-06 20:30:52.822; 252; 661; 39; 456;
2019-12-06 20:30:52.848; 340; 724; 2; 303;
2019-12-06 20:30:52.871; 280; 1010; -124; 384;
2019-12-06 20:30:52.893; 141; 960; -222; 461;
2019-12-06 20:30:52.918; 121; 968; -129; 230;
2019-12-06 20:30:52.942; 241; 1081; -24; 148;
2019-12-06 20:30:52.967; 153; 745; -32; 347;
2019-12-06 20:30:52.992; 202; 922; -102; 204;
2019-12-06 20:30:53.018; 197; 1007; -126; 5;
2019-12-06 20:30:53.041; 213; 746; -2; 282;
2019-12-06 20:30:53.066; 316; 892; -115; 265;
2019-12-06 20:30:53.090; 145; 1015; -1; 238;
2019-12-06 20:30:53.115; -12; 1013; -96; 357;
2019-12-06 20:30:53.139; 56; 780; -132; 592;
2019-12-06 20:30:53.166; 169; 561; 47; 129;
2019-12-06 20:30:53.194; 119; 736; 65; 146;
2019-12-06 20:30:53.219; 64; 793; 21; 347;
2019-12-06 20:30:53.243; 141; 909; 0; 365;
2019-12-06 20:30:53.273; 235; 1016; 47; 264;
2019-12-06 20:30:53.299; 256; 1031; -56; 328;
2019-12-06 20:30:53.324; 273; 951; 59; 311;
2019-12-06 20:30:53.347; 229; 815; -5; 332;
2019-12-06 20:30:53.374; 214; 822; -82; 367;
2019-12-06 20:30:53.396; 218; 821; -62; 331;
2019-12-06 20:30:53.421; 106; 557; 58; 339;
2019-12-06 20:30:53.445; 203; 886; -27; 301;
2019-12-06 20:30:53.472; 123; 1147; 31; 296;
2019-12-06 20:30:53.493; 107; 1208; 124; 342;
2019-12-06 20:30:53.518; 208; 1154; -13; 276;
2019-12-06 20:30:53.542; 144; 1072; 71; 226;
2019-12-06 20:30:53.566; 245; 571; 7; 315;
2019-12-06 20:30:53.594; 448; 679; -29; 401;
2019-12-06 20:30:53.619; 414; 913; 112; 321;
2019-12-06 20:30:53.642; 421; 694; 143; 367;
2019-12-06 20:30:53.665; 304; 642; -45; 320;
2019-12-06 20:30:53.690; 140; 912; -52; 428;
2019-12-06 20:30:53.712; 193; 884; -67; 535;
2019-12-06 20:30:53.736; 259; 615; -20; 484;
2019-12-06 20:30:53.760; 175; 796; -5; 412;
2019-12-06 20:30:53.785; 55; 1057; -87; 412;
2019-12-06 20:30:53.810; 152; 1006; -49; 331;
2019-12-06 20:30:53.834; 300; 932; 112; 325;
2019-12-06 20:30:53.858; 295; 863; 123; 167;
2019-12-06 20:30:53.882; 147; 1401; -48; 418;
2019-12-06 20:30:53.909; 28; 1803; -97; 527;
2019-12-06 20:30:53.931; 103; 1705; 43; 244;
2019-12-06 20:30:53.955; 125; 1669; 43; 263;
2019-12-06 20:30:53.979; 272; 1540; -43; 212;
2019-12-06 20:30:54.007; 33; 1564; -64; 442;
2019-12-06 20:30:54.029; 60; 1528; -51; 336;
2019-12-06 20:30:54.052; 166; 1538; -112; 239;
2019-12-06 20:30:54.076; 49; 1516; -107; 295;
2019-12-06 20:30:54.104; 114; 1340; 57; 335;
2019-12-06 20:30:54.125; 235; 1443; 145; 446;
2019-12-06 20:30:54.150; 220; 1665; -55; 327;
2019-12-06 20:30:54.175; 153; 1771; -277; 357;
2019-12-06 20:30:54.200; 75; 1564; -134; 413;
2019-12-06 20:30:54.227; 156; 1522; -122; 539;
2019-12-06 20:30:54.249; 101; 1554; -52; 466;
2019-12-06 20:30:54.273; 122; 1531; 30; 292;
2019-12-06 20:30:54.300; 166; 1449; 5; 416;
2019-12-06 20:30:54.325; 108; 1481; -113; 558;
2019-12-06 20:30:54.347; 68; 1600; -96; 554;
2019-12-06 20:30:54.372; 208; 1599; 39; 365;
2019-12-06 20:30:54.396; 137; 1313; 114; 285;
2019-12-06 20:30:54.423; 146; 1205; 60; 245;
2019-12-06 20:30:54.446; 236; 1645; -77; 313;
2019-12-06 20:30:54.471; 304; 1670; -124; 338;
2019-12-06 20:30:54.495; 170; 1527; -191; 406;
2019-12-06 20:30:54.520; 175; 1499; -205; 231;
2019-12-06 20:30:54.545; 148; 1588; -100; 193;
2019-12-06 20:30:54.570; 96; 1574; -105; 284;
2019-12-06 20:30:54.595; 46; 1653; -94; 266;
2019-12-06 20:30:54.618; 19; 1622; -96; 488;
2019-12-06 20:30:54.643; 58; 1590; -10; 469;
2019-12-06 20:30:54.670; 90; 1777; 68; 423;
2019-12-06 20:30:54.692; 100; 1558; -4; 364;
2019-12-06 20:30:54.717; 64; 1519; -130; 204;
2019-12-06 20:30:54.742; 101; 1513; -167; 330;
2019-12-06 20:30:54.768; 281; 1447; -116; 272;
2019-12-06 20:30:54.791; 230; 1417; -69; 138;
2019-12-06 20:30:54.816; 90; 1455; 85; 283;
2019-12-06 20:30:54.840; 134; 1615; 162; 352;
2019-12-06 20:30:54.869; 230; 1597; 125; 153;
2019-12-06 20:30:54.894; 234; 1657; -52; 108;
2019-12-06 20:30:54.919; 172; 1516; -140; 58;
2019-12-06 20:30:54.943; 181; 1498; -27; 112;
2019-12-06 20:30:54.970; 198; 1412; 89; 277;
2019-12-06 20:30:54.993; 155; 1586; -87; 240;
2019-12-06 20:30:55.018; 60; 1381; -135; 292;
2019-12-06 20:30:55.040; 174; 1463; -70; 223;
2019-12-06 20:30:55.065; 168; 1501; -63; 177;
2019-12-06 20:30:55.091; 171; 1567; -72; 377;
2019-12-06 20:30:55.117; 113; 1628; -71; 449;
2019-12-06 20:30:55.139; 160; 1476; 97; 441;
2019-12-06 20:30:55.162; 208; 1474; 41; 312;
2019-12-06 20:30:55.189; 109; 1413; -53; 219;
2019-12-06 20:30:55.212; 124; 1357; 51; 349;
2019-12-06 20:30:55.235; 169; 1346; -75; 462;
2019-12-06 20:30:55.259; 73; 1371; -122; 399;
2019-12-06 20:30:55.284; 149; 1437; -69; 426;
2019-12-06 20:30:55.311; 238; 1410; 9; 415;
2019-12-06 20:30:55.334; 102; 1546; 49; 473;
2019-12-06 20:30:55.358; 164; 1394; 26; 404;
2019-12-06 20:30:55.383; 210; 1497; 138; 349;
2019-12-06 20:30:55.409; 157; 1595; -51; 400;
2019-12-06 20:30:55.438; 164; 1579; 7; 345;
2019-12-06 20:30:55.462; 211; 1560; 26; 419;
2019-12-06 20:30:55.486; 134; 1551; -62; 327;
2019-12-06 20:30:55.511; 140; 1518; -213; 285;
2019-12-06 20:30:55.538; 112; 1615; -11; 435;
2019-12-06 20:30:55.559; 259; 1330; -82; 318;
2019-12-06 20:30:55.583; 130; 1324; -2; 135;
2019-12-06 20:30:55.608; 124; 1395; 223; -24;
2019-12-06 20:30:55.636; 56; 1467; 167; 198;
2019-12-06 20:30:55.661; 144; 1411; 88; 326;
2019-12-06 20:30:55.684; 280; 1419; -17; 264;
2019-12-06 20:30:55.706; 180; 1486; 50; 385;
2019-12-06 20:30:55.729; 185; 1422; 90; 420;
2019-12-06 20:30:55.755; 288; 1378; 14; 260;
2019-12-06 20:30:55.778; 247; 1217; 27; 211;
2019-12-06 20:30:55.802; 155; 1303; 84; 267;
2019-12-06 20:30:55.826; 224; 1392; -27; 364;
2019-12-06 20:30:55.853; 96; 1226; -132; 383;
2019-12-06 20:30:55.876; -10; 1338; -36; 134;
2019-12-06 20:30:55.901; 139; 1508; -1; 217;
2019-12-06 20:30:55.925; 258; 1688; 36; 356;
2019-12-06 20:30:55.951; 204; 1561; 154; 316;
2019-12-06 20:30:55.977; 219; 1536; 45; 453;
2019-12-06 20:30:56.001; 281; 1435; 31; 379;
2019-12-06 20:30:56.025; 239; 1606; -33; 363;
2019-12-06 20:30:56.048; 142; 1877; -79; 275;
2019-12-06 20:30:56.076; 80; 1587; -165; 357;
2019-12-06 20:30:56.098; 171; 1501; -92; 437;
2019-12-06 20:30:56.122; 108; 1510; 44; 260;
2019-12-06 20:30:56.147; 49; 1469; -26; 238;
2019-12-06 20:30:56.174; 349; 1382; -58; 4022;
2019-12-06 20:30:56.198; 372; 1463; 182; 63946;
2019-12-06 20:30:56.221; 381; 1521; 253; 193303;
2019-12-06 20:30:56.245; 686; 1545; 118; 260223;
2019-12-06 20:30:56.270; 7212; 1633; -142; 216170;
2019-12-06 20:30:56.296; 228520; 1452; -126; -112319;
2019-12-06 20:30:56.320; 973892; 1560; 850; -181012;
2019-12-06 20:30:56.344; 1210485; 1928; 32039; -33382;
2019-12-06 20:30:56.369; 624096; 2110; 469644; 273;
2019-12-06 20:30:56.393; 104581; 84207; 1216122; -87;
2019-12-06 20:30:56.422; 26821; 874761; 790474; 217812;
2019-12-06 20:30:56.450; 532908; 520373; 196602; 1140280;
2019-12-06 20:30:56.474; 1304451; 124742; 231656; 959457;
2019-12-06 20:30:56.500; 761879; 702898; 1128633; 59737;
2019-12-06 20:30:56.525; 192872; 1387441; 1090150; 680267;
2019-12-06 20:30:56.547; 228528; 682177; 371436; 1387455;
2019-12-06 20:30:56.571; 1112360; 130442; 83690; 705689;
2019-12-06 20:30:56.595; 1084979; 256738; 590924; 135567;
2019-12-06 20:30:56.620; 361948; 1223151; 1311045; 107291;
2019-12-06 20:30:56.644; 159543; 1096187; 724968; 954760;
2019-12-06 20:30:56.669; 919491; 316035; 180772; 1247139;
2019-12-06 20:30:56.692; 1203271; 216128; 418042; 451627;
2019-12-06 20:30:56.717; 475320; 1133503; 1255234; 78448;
2019-12-06 20:30:56.741; 173259; 1175675; 822672; 537783;
2019-12-06 20:30:56.766; 870312; 369423; 220369; 1347994;
2019-12-06 20:30:56.790; 1192384; 242415; 389663; 739154;
2019-12-06 20:30:56.814; 478290; 1167054; 1229029; 149879;
2019-12-06 20:30:56.840; 210497; 1155308; 828494; 1273090;
2019-12-06 20:30:56.863; 969804; 352400; 224840; 942906;
2019-12-06 20:30:56.887; 1150924; 191748; 396408; 231530;
2019-12-06 20:30:56.911; 426200; 1080357; 1256892; 100794;
2019-12-06 20:30:56.936; 94432; 1245902; 869968; 861719;
2019-12-06 20:30:56.961; 190063; 419665; 237173; 1392515;
2019-12-06 20:30:56.985; -1050558; 55908; 87901; 624680;
2019-12-06 20:30:57.011; -2266359; 189277; 755637; 105943;
2019-12-06 20:30:57.037; -540727; 1122418; 1351288; 12611;
2019-12-06 20:30:57.075; 287984; 1364487; 695153; 186380;
2019-12-06 20:30:57.092; 376799; 525325; 18894; 1365770;
2019-12-06 20:30:57.114; 1002087; 74995; 69503; 604129;
2019-12-06 20:30:57.139; 1532346; 6781; 745295; 91622;
2019-12-06 20:30:57.164; 841198; 102306; 1397415; 6766;
2019-12-06 20:30:57.190; 241533; 873110; 799142; 7532;
2019-12-06 20:30:57.214; 34026; 1477935; 195648; 197622;
2019-12-06 20:30:57.236; 32896; 822344; 23585; 1054052;
2019-12-06 20:30:57.260; 539826; 161622; 15396; 1321187;
2019-12-06 20:30:57.289; 1312037; 12637; 411521; 531801;
2019-12-06 20:30:57.309; 836978; 40014; 1313314; 74687;
2019-12-06 20:30:57.333; 215693; 617024; 1032955; 5907;
2019-12-06 20:30:57.357; 23817; 1460517; 319364; 35735;
2019-12-06 20:30:57.384; 31073; 990207; 46572; 520943;
2019-12-06 20:30:57.408; 537779; 236992; 12918; 987961;
2019-12-06 20:30:57.431; 1288969; 20915; 359231; 243028;
2019-12-06 20:30:57.455; 799982; 22872; 1284011; 21917;
2019-12-06 20:30:57.479; 197348; 458754; 1115431; 3737;
2019-12-06 20:30:57.506; 19884; 1369394; 371818; 61503;
2019-12-06 20:30:57.528; 6312; 1171973; 57361; 675342;
2019-12-06 20:30:57.552; 261275; 353911; 6124; 1378720;
2019-12-06 20:30:57.576; 1134215; 36683; 103439; 842573;
2019-12-06 20:30:57.604; 1076958; 6056; 896269; 173609;
2019-12-06 20:30:57.628; 355614; 187468; 1354819; 13166;
2019-12-06 20:30:57.650; 51170; 1086650; 654242; 5730;
2019-12-06 20:30:57.675; 5184; 1411551; 140805; 156071;
2019-12-06 20:30:57.700; 189246; 615440; 15184; 975843;
2019-12-06 20:30:57.727; 1044947; 95297; 56512; 590747;
2019-12-06 20:30:57.749; 1134047; 7999; 731340; 90527;
2019-12-06 20:30:57.773; 403905; 121782; 1385175; 6643;
2019-12-06 20:30:57.798; 62672; 938918; 770886; 19490;
2019-12-06 20:30:57.825; 5038; 1452026; 186429; 401255;
2019-12-06 20:30:57.848; 156904; 725821; 21805; 1291941;
2019-12-06 20:30:57.872; 988922; 128701; 28940; 1087892;
2019-12-06 20:30:57.896; 1184940; 9984; 558311; 304190;
2019-12-06 20:30:57.922; 455827; 73780; 1370897; 30150;
2019-12-06 20:30:57.946; 81732; 782882; 905387; 4502;
2019-12-06 20:30:57.971; 9453; 1478037; 247846; 99638;
2019-12-06 20:30:57.997; 143182; 860952; 32177; 1398460;
2019-12-06 20:30:58.022; 956212; 179800; 17498; 717561;
2019-12-06 20:30:58.044; 1205923; 14733; 438620; 128830;
2019-12-06 20:30:58.074; 477127; 41664; 1330245; 9664;
2019-12-06 20:30:58.224; 618429; 277979; 1119885; 4826;
2019-12-06 20:30:58.249; 123315; 1195435; 1269129; 5616;
2019-12-06 20:30:58.272; 9392; 1382557; 513795; 183142;
2019-12-06 20:30:58.297; 3033; 593633; 95068; 1014331;
2019-12-06 20:30:58.324; 188731; 85067; 9770; 1365768;
2019-12-06 20:30:58.345; 1029364; 6571; 5567; 623945;
2019-12-06 20:30:58.370; 1200633; 4559; 232488; 95148;
2019-12-06 20:30:58.394; 461647; 95492; 1103888; 6661;
2019-12-06 20:30:58.422; 73994; 738142; 1336412; 2560;
2019-12-06 20:30:58.445; 4305; 1359982; 626024; 1601;
2019-12-06 20:30:58.467; -71; 1144172; 122806; 6369;
2019-12-06 20:30:58.491; -56; 459786; 12563; 217466;
2019-12-06 20:30:58.517; 59088; 41993; 2597; 1040158;
2019-12-06 20:30:58.543; 641599; 4092; 1432; 641982;
2019-12-06 20:30:58.564; 1289697; 3438; 38160; 96381;
2019-12-06 20:30:58.588; 749871; 9115; 576973; 6597;
2019-12-06 20:30:58.613; 165214; 210353; 1362720; 2512;
2019-12-06 20:30:58.640; 14068; 949701; 1100077; 1784;
2019-12-06 20:30:58.661; 225; 1322782; 366861; 816;
2019-12-06 20:30:58.686; -556; 1038801; 50066; 2246;
2019-12-06 20:30:58.710; -926; 567812; 5643; 26326;
2019-12-06 20:30:58.738; -981; 82267; 2090; 392768;
2019-12-06 20:30:58.761; 8889; -27204; 1536; 1150374;
2019-12-06 20:30:58.784; 221937; 2398; 1388; 1236651;
2019-12-06 20:30:58.808; 1028374; 2522; 1108; 623319;
2019-12-06 20:30:58.833; 1132024; 2692; 88395; 83743;
2019-12-06 20:30:58.860; 406880; 12850; 748880; 1925;
2019-12-06 20:30:58.889; 54498; 250977; 965698; 1689;
2019-12-06 20:30:58.914; 2601; 970841; 274338; 1433;
2019-12-06 20:30:58.937; -497; 1271479; 30138; 1649;
2019-12-06 20:30:58.963; -1159; 979225; 3478; 3330;
2019-12-06 20:30:58.986; -1549; 560344; 1629; 1643;
2019-12-06 20:30:59.011; -1664; 222440; 960; 938;
2019-12-06 20:30:59.036; -1832; 13223; 633; 731;
2019-12-06 20:30:59.062; -1865; -101331; 546; 672;
2019-12-06 20:30:59.087; -1875; -188122; 620; 643;
2019-12-06 20:30:59.107; -1737; -195753; 645; 875;
2019-12-06 20:30:59.132; -1877; -103662; 932; 926;
2019-12-06 20:30:59.156; -1839; -15562; 966; 857;
2019-12-06 20:30:59.183; -1690; 2187; 871; 651;
2019-12-06 20:30:59.205; -1689; 2452; 737; 792;
2019-12-06 20:30:59.229; -1661; 2315; 591; 742;
2019-12-06 20:30:59.253; -1828; 2297; 365; 660;
2019-12-06 20:30:59.278; -1910; 2092; 518; 622;
2019-12-06 20:30:59.303; -1895; 1988; 562; 600;
2019-12-06 20:30:59.326; -1796; 2182; 391; 633;
2019-12-06 20:30:59.350; -1880; 2148; 298; 607;
2019-12-06 20:30:59.375; -1956; 1931; 151; 484;
2019-12-06 20:30:59.401; -2052; 1857; 232; 525;
2019-12-06 20:30:59.425; -1948; 1880; 336; 633;
2019-12-06 20:30:59.449; -1872; 1780; 328; 493;
2019-12-06 20:30:59.473; -1913; 1781; 259; 534;
2019-12-06 20:30:59.499; -1957; 1813; 217; 641;
2019-12-06 20:30:59.524; -1907; 1865; 172; 745;
2019-12-06 20:30:59.547; -1960; 1621; 179; 634;
2019-12-06 20:30:59.572; -2097; 1498; 229; 380;
2019-12-06 20:30:59.596; -2084; 1808; 166; 493;
2019-12-06 20:30:59.624; -2060; 1870; 185; 477;
2019-12-06 20:30:59.646; -1994; 1740; 157; 613;
2019-12-06 20:30:59.670; -2036; 1674; 196; 826;
2019-12-06 20:30:59.697; -2172; 1524; 188; 526;
2019-12-06 20:30:59.721; -2183; 1544; 216; 478;
2019-12-06 20:30:59.745; -2183; 1631; 177; 378;
2019-12-06 20:30:59.769; -2104; 1760; 144; 498;
2019-12-06 20:30:59.794; -1977; 1927; 274; 483;
2019-12-06 20:30:59.819; -2072; 1944; 275; 397;
2019-12-06 20:30:59.844; -2246; 1885; 142; 396;
2019-12-06 20:30:59.868; -2138; 1719; 99; 650;
